epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,79.8981,1.32634,1.52775,0.9403,0.81916,0.71511,0.77989,0.48588,1.25106,0.88636,0.92067,0.00123094,0.00123094,0.00123094
23,83.2201,1.27223,1.47159,0.92483,0.79887,0.74204,0.77251,0.48154,1.28683,0.88758,0.92749,0.00122151,0.00122151,0.00122151
24,86.4538,1.25344,1.42534,0.91312,0.83321,0.72865,0.78308,0.49131,1.28306,0.8716,0.93561,0.00121208,0.00121208,0.00121208
25,89.6716,1.3158,1.45509,0.92355,0.82453,0.74326,0.79809,0.48623,1.30108,0.87659,0.93622,0.00120265,0.00120265,0.00120265
26,92.9864,1.33323,1.44782,0.92569,0.79078,0.75526,0.78842,0.4837,1.26331,0.86624,0.92794,0.00119322,0.00119322,0.00119322
27,96.3047,1.30305,1.41213,0.92454,0.7653,0.75657,0.78167,0.48454,1.27248,0.86015,0.92759,0.00118378,0.00118378,0.00118378
28,99.659,1.20715,1.35756,0.90735,0.80204,0.74478,0.7899,0.49619,1.26961,0.82493,0.93273,0.00117435,0.00117435,0.00117435
29,102.925,1.23082,1.28507,0.89886,0.82808,0.75585,0.79611,0.49617,1.25865,0.79125,0.93146,0.00116492,0.00116492,0.00116492
30,106.178,1.28506,1.3634,0.92195,0.84716,0.73324,0.80277,0.49627,1.25592,0.82879,0.92856,0.00115549,0.00115549,0.00115549
31,109.483,1.22708,1.31172,0.91771,0.83032,0.74235,0.79495,0.50517,1.24041,0.8015,0.92854,0.00114606,0.00114606,0.00114606
32,112.796,1.2469,1.31453,0.90369,0.85336,0.73026,0.79943,0.50165,1.21328,0.77177,0.91965,0.00113663,0.00113663,0.00113663
33,116.097,1.30506,1.28038,0.9196,0.85838,0.74697,0.82077,0.50861,1.22495,0.78684,0.92608,0.0011272,0.0011272,0.0011272
34,119.341,1.2191,1.17538,0.89536,0.82254,0.77547,0.81341,0.50461,1.22282,0.76798,0.92482,0.00111776,0.00111776,0.00111776
35,122.555,1.18439,1.1905,0.89387,0.83002,0.77822,0.81452,0.51002,1.2251,0.75957,0.92684,0.00110833,0.00110833,0.00110833
36,125.822,1.2436,1.18369,0.90695,0.83618,0.77164,0.82343,0.50987,1.22207,0.77324,0.91949,0.0010989,0.0010989,0.0010989
37,129.118,1.15429,1.14603,0.88547,0.81796,0.78553,0.807,0.50965,1.21443,0.77558,0.92194,0.00108947,0.00108947,0.00108947
38,132.422,1.17152,1.18371,0.89461,0.84807,0.76841,0.80792,0.51291,1.24496,0.77818,0.92916,0.00108004,0.00108004,0.00108004
39,135.768,1.17476,1.12378,0.89982,0.84758,0.74674,0.8064,0.50393,1.21696,0.77288,0.92025,0.00107061,0.00107061,0.00107061
40,139.003,1.15305,1.06183,0.88411,0.86231,0.7514,0.81503,0.52201,1.22416,0.76694,0.92134,0.00106118,0.00106118,0.00106118
41,142.135,1.15916,1.04957,0.89554,0.87904,0.77352,0.81866,0.51803,1.21269,0.73867,0.91571,0.00105174,0.00105174,0.00105174
42,145.338,1.13876,1.0313,0.88349,0.85345,0.76292,0.80154,0.51552,1.20697,0.73529,0.91749,0.00104231,0.00104231,0.00104231
43,148.537,1.13212,1.00476,0.87704,0.82999,0.75093,0.78749,0.50811,1.2162,0.75172,0.91233,0.00103288,0.00103288,0.00103288
44,151.709,1.14538,1.03225,0.88895,0.86165,0.72786,0.79488,0.50624,1.22722,0.74065,0.91205,0.00102345,0.00102345,0.00102345
45,155.068,1.17232,0.99862,0.87998,0.84781,0.74708,0.80115,0.5018,1.2096,0.72589,0.91299,0.00101402,0.00101402,0.00101402
46,158.383,1.20951,1.02745,0.89551,0.83608,0.77449,0.78595,0.4955,1.26131,0.76547,0.92728,0.00100459,0.00100459,0.00100459
47,161.68,1.16569,1.03618,0.88464,0.84217,0.78733,0.80968,0.48988,1.2864,0.77244,0.9271,0.000995156,0.000995156,0.000995156
48,164.986,1.19526,1.01009,0.90252,0.85254,0.77347,0.8014,0.50739,1.26797,0.76842,0.92901,0.000985724,0.000985724,0.000985724
49,168.249,1.1809,0.994,0.89261,0.86475,0.75,0.81029,0.49582,1.28202,0.76867,0.93768,0.000976293,0.000976293,0.000976293
50,171.473,1.22748,0.98987,0.90023,0.86968,0.77642,0.81926,0.51306,1.23707,0.74991,0.93386,0.000966861,0.000966861,0.000966861
51,174.629,1.17816,0.95746,0.88435,0.84634,0.77276,0.81623,0.50864,1.24303,0.75039,0.93609,0.00095743,0.00095743,0.00095743
52,177.759,1.15351,0.96621,0.88359,0.83289,0.77242,0.81085,0.50786,1.23442,0.74328,0.93014,0.000947999,0.000947999,0.000947999
53,180.888,1.13073,0.94211,0.86705,0.83259,0.78438,0.81603,0.51742,1.22257,0.72661,0.91963,0.000938567,0.000938567,0.000938567
54,184.009,1.16689,0.92912,0.89578,0.85224,0.75142,0.80466,0.51566,1.22145,0.73773,0.9196,0.000929136,0.000929136,0.000929136
55,187.24,1.13475,0.96118,0.88048,0.8179,0.76708,0.80841,0.51373,1.24004,0.75171,0.92479,0.000919704,0.000919704,0.000919704
56,190.478,1.07168,0.88698,0.87257,0.85268,0.78179,0.83014,0.52219,1.21518,0.72351,0.9257,0.000910273,0.000910273,0.000910273
57,193.65,1.14472,0.88033,0.8851,0.87396,0.77065,0.83322,0.51792,1.19758,0.71668,0.92168,0.000900842,0.000900842,0.000900842
58,196.815,1.10441,0.89363,0.8811,0.86149,0.75598,0.82205,0.51638,1.20881,0.73501,0.91809,0.00089141,0.00089141,0.00089141
59,200.034,1.10787,0.88254,0.88328,0.83723,0.75983,0.81101,0.51571,1.22726,0.72789,0.92722,0.000881979,0.000881979,0.000881979
60,203.25,1.1394,0.91405,0.88534,0.85988,0.75467,0.82276,0.50999,1.21613,0.74469,0.92674,0.000872547,0.000872547,0.000872547
61,206.489,1.1086,0.84644,0.86711,0.8286,0.77083,0.82545,0.51815,1.23567,0.7566,0.92856,0.000863116,0.000863116,0.000863116
62,210.012,1.14413,0.84877,0.88606,0.86342,0.74565,0.82272,0.51364,1.22041,0.73145,0.92862,0.000853685,0.000853685,0.000853685
63,213.156,1.12166,0.85083,0.87766,0.87011,0.76031,0.81856,0.51292,1.22675,0.72407,0.92834,0.000844253,0.000844253,0.000844253
64,216.34,1.13605,0.8747,0.8954,0.88943,0.75021,0.82534,0.50903,1.21681,0.73726,0.92164,0.000834822,0.000834822,0.000834822
65,219.482,1.12861,0.86835,0.87345,0.89187,0.75536,0.82675,0.51197,1.20748,0.73268,0.92305,0.00082539,0.00082539,0.00082539
66,222.688,1.07241,0.8154,0.87253,0.84957,0.76944,0.81759,0.51584,1.18849,0.72432,0.92043,0.000815959,0.000815959,0.000815959
67,225.833,1.02528,0.78531,0.85861,0.85619,0.77125,0.82471,0.5164,1.18953,0.71848,0.9151,0.000806528,0.000806528,0.000806528
68,229.048,1.07329,0.82551,0.88172,0.88117,0.74588,0.82054,0.52527,1.20479,0.73703,0.91786,0.000797096,0.000797096,0.000797096
69,232.256,1.10696,0.83197,0.87412,0.87361,0.75357,0.82608,0.51679,1.20373,0.72031,0.91518,0.000787665,0.000787665,0.000787665
70,235.417,1.12022,0.8126,0.87275,0.86568,0.75286,0.81337,0.51088,1.21036,0.7207,0.91619,0.000778233,0.000778233,0.000778233
71,238.651,1.11108,0.81375,0.8857,0.8658,0.76011,0.82699,0.51714,1.2247,0.71852,0.92017,0.000768802,0.000768802,0.000768802
72,241.826,1.11081,0.81841,0.861,0.85131,0.75891,0.81743,0.51294,1.22026,0.7193,0.9179,0.000759371,0.000759371,0.000759371
73,244.978,1.10478,0.8059,0.86822,0.87418,0.76608,0.82059,0.5113,1.21264,0.71887,0.91653,0.000749939,0.000749939,0.000749939
74,248.175,1.08135,0.81042,0.86527,0.87077,0.78274,0.8203,0.51181,1.21634,0.70722,0.91896,0.000740508,0.000740508,0.000740508
75,251.326,1.03564,0.79148,0.86399,0.85832,0.80047,0.82977,0.51705,1.19132,0.70597,0.91784,0.000731076,0.000731076,0.000731076
76,254.512,1.0943,0.78386,0.87593,0.88451,0.78652,0.82493,0.5168,1.20084,0.70242,0.92047,0.000721645,0.000721645,0.000721645
77,257.764,1.05692,0.76367,0.85375,0.87189,0.77358,0.82889,0.51796,1.19612,0.73268,0.91615,0.000712214,0.000712214,0.000712214
78,261.333,1.06592,0.75953,0.86841,0.85481,0.78371,0.83024,0.53032,1.21916,0.73158,0.92404,0.000702782,0.000702782,0.000702782
79,264.552,1.00677,0.74569,0.86321,0.84575,0.78906,0.82327,0.52049,1.22443,0.73053,0.92397,0.000693351,0.000693351,0.000693351
80,267.723,1.09801,0.77948,0.86101,0.8454,0.79493,0.83124,0.52671,1.21783,0.71489,0.92104,0.000683919,0.000683919,0.000683919
81,270.888,1.05318,0.75503,0.86839,0.8562,0.76165,0.82775,0.52845,1.22416,0.72357,0.9212,0.000674488,0.000674488,0.000674488
82,273.988,1.05718,0.77255,0.86327,0.84405,0.77623,0.8222,0.52427,1.21677,0.72216,0.91986,0.000665057,0.000665057,0.000665057
83,277.073,1.08813,0.75172,0.87823,0.86647,0.74852,0.81285,0.51909,1.22061,0.72297,0.91844,0.000655625,0.000655625,0.000655625
84,280.203,1.04213,0.74916,0.86842,0.86885,0.76247,0.81631,0.51822,1.20866,0.7275,0.91385,0.000646194,0.000646194,0.000646194
85,283.367,1.11081,0.7756,0.87109,0.85092,0.77691,0.81444,0.52458,1.18544,0.71126,0.90931,0.000636762,0.000636762,0.000636762
86,286.485,1.05903,0.72997,0.85505,0.85899,0.77891,0.81632,0.52455,1.19723,0.70682,0.91265,0.000627331,0.000627331,0.000627331
87,289.653,1.04722,0.73779,0.86015,0.86992,0.76795,0.82689,0.52878,1.19677,0.71395,0.91309,0.0006179,0.0006179,0.0006179
88,292.763,1.06135,0.73281,0.87035,0.83689,0.77642,0.80482,0.52792,1.20124,0.70799,0.91747,0.000608468,0.000608468,0.000608468
89,295.864,1.04563,0.72098,0.85661,0.84674,0.75865,0.80895,0.52862,1.19951,0.7097,0.91662,0.000599037,0.000599037,0.000599037
90,298.993,0.99545,0.70644,0.85655,0.86718,0.76296,0.81558,0.52665,1.1977,0.71548,0.91537,0.000589605,0.000589605,0.000589605
91,302.194,1.05503,0.73792,0.85792,0.89952,0.7757,0.8327,0.5306,1.18883,0.70333,0.91324,0.000580174,0.000580174,0.000580174
92,305.353,1.03216,0.71972,0.8624,0.85122,0.78747,0.83005,0.52459,1.19445,0.71547,0.91785,0.000570743,0.000570743,0.000570743
93,308.556,1.00634,0.69575,0.86273,0.83084,0.79284,0.81601,0.52041,1.20798,0.71775,0.92415,0.000561311,0.000561311,0.000561311
94,311.847,1.02572,0.69919,0.86081,0.85735,0.77016,0.8104,0.51088,1.21616,0.7081,0.92304,0.00055188,0.00055188,0.00055188
95,315.002,1.06343,0.72567,0.85078,0.85305,0.77621,0.82073,0.52,1.21658,0.70085,0.922,0.000542448,0.000542448,0.000542448
96,318.16,1.07076,0.72486,0.85759,0.87661,0.77312,0.81702,0.52466,1.21719,0.70235,0.92389,0.000533017,0.000533017,0.000533017
97,321.287,1.01678,0.70859,0.86954,0.87881,0.78975,0.83142,0.53239,1.20803,0.68928,0.92422,0.000523586,0.000523586,0.000523586
98,324.395,1.03675,0.70449,0.85465,0.87514,0.79502,0.8343,0.53449,1.20918,0.70704,0.92021,0.000514154,0.000514154,0.000514154
99,327.514,1.01237,0.67734,0.86389,0.88141,0.78196,0.82947,0.53131,1.19914,0.70864,0.91667,0.000504723,0.000504723,0.000504723
100,330.629,1.01935,0.69626,0.8639,0.87098,0.78603,0.82421,0.52576,1.19484,0.71346,0.91933,0.000495291,0.000495291,0.000495291
101,333.768,1.00296,0.67288,0.8514,0.86455,0.76175,0.81495,0.52031,1.21405,0.72701,0.91553,0.00048586,0.00048586,0.00048586
102,336.921,1.02256,0.67205,0.85864,0.84775,0.77521,0.81849,0.52061,1.21062,0.72997,0.9132,0.000476429,0.000476429,0.000476429
103,340.094,0.95141,0.66152,0.84768,0.86832,0.77078,0.82209,0.52318,1.20657,0.71941,0.91845,0.000466997,0.000466997,0.000466997
104,343.236,1.04649,0.70191,0.85867,0.88404,0.77739,0.82623,0.52631,1.20716,0.70772,0.92195,0.000457566,0.000457566,0.000457566
105,346.391,1.02099,0.6902,0.85173,0.8668,0.77449,0.82861,0.52736,1.2028,0.70215,0.92192,0.000448134,0.000448134,0.000448134
106,349.506,1.00096,0.67613,0.85265,0.87226,0.76944,0.82802,0.5335,1.20725,0.70606,0.91919,0.000438703,0.000438703,0.000438703
107,352.733,1.01535,0.67202,0.85809,0.86026,0.78255,0.83244,0.53228,1.20879,0.71616,0.91888,0.000429272,0.000429272,0.000429272
108,355.881,0.99642,0.67556,0.85786,0.88162,0.78201,0.83009,0.53132,1.2168,0.71855,0.92054,0.00041984,0.00041984,0.00041984
109,359.314,1.0065,0.68612,0.85832,0.88267,0.76575,0.82898,0.52648,1.21742,0.7193,0.92393,0.000410409,0.000410409,0.000410409
110,362.546,0.96052,0.64804,0.83838,0.84229,0.78843,0.82323,0.52045,1.23007,0.6979,0.92286,0.000400977,0.000400977,0.000400977
111,365.756,0.98733,0.67716,0.8467,0.87841,0.78087,0.83026,0.52604,1.22345,0.69692,0.92059,0.000391546,0.000391546,0.000391546
112,368.9,0.98168,0.6603,0.84783,0.8871,0.77814,0.83271,0.52724,1.22685,0.69291,0.92135,0.000382115,0.000382115,0.000382115
113,372.065,1.04848,0.69065,0.87098,0.88348,0.76853,0.82683,0.52133,1.22817,0.70271,0.92347,0.000372683,0.000372683,0.000372683
114,375.194,1.01551,0.6575,0.85483,0.89828,0.76441,0.82604,0.52481,1.20342,0.69142,0.91883,0.000363252,0.000363252,0.000363252
115,378.305,0.98054,0.64505,0.84997,0.88918,0.76947,0.82721,0.52677,1.20419,0.69912,0.91985,0.00035382,0.00035382,0.00035382
116,381.441,0.9428,0.62742,0.84652,0.8785,0.79013,0.83673,0.53384,1.20026,0.69589,0.9174,0.000344389,0.000344389,0.000344389
117,384.616,0.97076,0.64014,0.85146,0.87621,0.79373,0.84005,0.53237,1.20536,0.68957,0.91643,0.000334958,0.000334958,0.000334958
118,387.781,0.95819,0.64199,0.85418,0.88052,0.79391,0.83647,0.53781,1.20131,0.69303,0.91587,0.000325526,0.000325526,0.000325526
119,390.955,0.95076,0.63979,0.84925,0.86902,0.78803,0.83685,0.53284,1.19811,0.69566,0.91212,0.000316095,0.000316095,0.000316095
120,394.088,0.98882,0.64164,0.83938,0.89309,0.78369,0.84123,0.53478,1.18987,0.68274,0.91296,0.000306663,0.000306663,0.000306663
121,397.269,1.02599,0.64842,0.85278,0.89509,0.78483,0.8402,0.53788,1.18947,0.67946,0.9126,0.000297232,0.000297232,0.000297232
122,400.566,0.99776,0.64259,0.85409,0.86547,0.79328,0.83608,0.5382,1.19285,0.67726,0.91468,0.000287801,0.000287801,0.000287801
123,403.709,0.96727,0.63172,0.84335,0.85071,0.78776,0.83633,0.53255,1.18164,0.68137,0.91326,0.000278369,0.000278369,0.000278369
124,406.869,1.00257,0.65063,0.84741,0.83022,0.80842,0.83362,0.53489,1.17676,0.68263,0.91307,0.000268938,0.000268938,0.000268938
125,410.382,0.99627,0.65429,0.862,0.86436,0.78362,0.83276,0.53043,1.19565,0.68766,0.91473,0.000259506,0.000259506,0.000259506
126,413.553,0.95365,0.62307,0.83781,0.8763,0.78878,0.835,0.53058,1.19525,0.68072,0.91738,0.000250075,0.000250075,0.000250075
127,416.794,0.934,0.6051,0.84037,0.86448,0.79394,0.83113,0.53087,1.19087,0.67194,0.91779,0.000240644,0.000240644,0.000240644
128,420.007,0.95425,0.62406,0.84698,0.8631,0.79258,0.82743,0.52603,1.18668,0.68737,0.91658,0.000231212,0.000231212,0.000231212
129,423.295,0.95641,0.63904,0.84173,0.87309,0.78158,0.84078,0.53112,1.18751,0.68105,0.9161,0.000221781,0.000221781,0.000221781
130,426.516,0.91086,0.59883,0.82929,0.85718,0.79805,0.83864,0.53678,1.17828,0.67335,0.91287,0.000212349,0.000212349,0.000212349
131,429.746,0.96663,0.62929,0.86108,0.85779,0.79904,0.83765,0.53654,1.17778,0.66515,0.91092,0.000202918,0.000202918,0.000202918
132,432.982,0.93692,0.60278,0.84206,0.85265,0.79508,0.83251,0.53262,1.18139,0.67073,0.91237,0.000193487,0.000193487,0.000193487
133,436.18,0.94412,0.61866,0.84193,0.883,0.77652,0.84022,0.53508,1.17933,0.66108,0.91288,0.000184055,0.000184055,0.000184055
134,439.34,0.97356,0.62087,0.83971,0.87132,0.78675,0.8409,0.53351,1.17777,0.65859,0.91536,0.000174624,0.000174624,0.000174624
135,442.549,0.93258,0.61265,0.84714,0.90813,0.77346,0.84215,0.53071,1.18145,0.66314,0.91615,0.000165192,0.000165192,0.000165192
136,445.889,0.94844,0.61824,0.83685,0.89524,0.78125,0.83938,0.52988,1.18504,0.66329,0.91576,0.000155761,0.000155761,0.000155761
137,449.073,0.96285,0.61056,0.84625,0.89237,0.77868,0.8376,0.53362,1.17993,0.66651,0.91595,0.00014633,0.00014633,0.00014633
138,452.349,0.90216,0.6025,0.84748,0.88142,0.77521,0.83728,0.5317,1.18285,0.67452,0.91713,0.000136898,0.000136898,0.000136898
139,455.504,0.93482,0.59203,0.84169,0.84834,0.79161,0.83138,0.53382,1.17386,0.67845,0.91485,0.000127467,0.000127467,0.000127467
140,458.87,0.95184,0.62926,0.841,0.85015,0.7906,0.83324,0.53925,1.17995,0.67684,0.91745,0.000118035,0.000118035,0.000118035
141,463.516,0.96126,0.70022,0.84513,0.88995,0.75093,0.8279,0.53306,1.17804,0.68123,0.91417,0.000108604,0.000108604,0.000108604
142,466.684,0.9572,0.67656,0.84335,0.88625,0.75222,0.81938,0.5265,1.19536,0.69295,0.91735,9.91726e-05,9.91726e-05,9.91726e-05
143,469.717,0.95507,0.68594,0.85407,0.88581,0.74652,0.82129,0.52484,1.19389,0.69478,0.9166,8.97412e-05,8.97412e-05,8.97412e-05
144,472.85,0.9689,0.68018,0.84553,0.86689,0.76005,0.81728,0.52685,1.19275,0.69349,0.91611,8.03098e-05,8.03098e-05,8.03098e-05
145,475.943,0.97354,0.70497,0.8447,0.87091,0.76831,0.82095,0.52471,1.19214,0.69385,0.9178,7.08784e-05,7.08784e-05,7.08784e-05
146,479.031,0.95581,0.67588,0.84806,0.87332,0.77063,0.83075,0.52686,1.20357,0.69089,0.92427,6.1447e-05,6.1447e-05,6.1447e-05
147,482.16,0.91754,0.64983,0.84354,0.86253,0.77852,0.82732,0.52864,1.19725,0.68477,0.92402,5.20156e-05,5.20156e-05,5.20156e-05
148,485.261,0.94947,0.66454,0.84362,0.87971,0.76802,0.82741,0.52872,1.1935,0.68215,0.92288,4.25842e-05,4.25842e-05,4.25842e-05
149,488.345,0.95573,0.69261,0.84354,0.862,0.77016,0.83059,0.5299,1.20223,0.68401,0.92123,3.31528e-05,3.31528e-05,3.31528e-05
150,491.454,0.94177,0.64741,0.83988,0.86731,0.7688,0.83087,0.52959,1.19926,0.68101,0.92108,2.37214e-05,2.37214e-05,2.37214e-05
